BBL,EUI_2013,floorArea_2013,EUI_2014,floorArea_2014,EUI_2015,floorArea_2015,EUI_2016,floorArea_2016,TYPE_2016,Borough,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,XCoord,YCoord,ZipCode,Address,Longitude,Latitude
1011630001,61.9,131548.0,39.1,125284.0,69.9,125284.0,53.1,125284.0,Multifamily Housing,MN,12150,125284,0,125284,0,0,13.0,102,102,1912,988540.0,223160.0,10023.0,246 WEST END AVENUE,-73.9845099193,40.7791978334
1011630053,77.7,87000.0,80.1,87150.0,93.2,87150.0,86.1,87150.0,Multifamily Housing,MN,6130,87150,1400,85750,0,1400,16.0,88,92,1928,988772.0,223145.0,10023.0,244 WEST 72 STREET,-73.9836722374,40.7791565468
1015120001,85.8,157457.0,93.4,203706.0,81.7,203706.0,86.1,203706.0,Multifamily Housing,MN,16746,203706,2000,201706,2000,0,15.0,59,63,1927,995889.0,222794.0,10028.0,983 PARK AVENUE,-73.9579752173,40.7781866381
1011637501,124.8,52348.0,121.5,61922.0,106.7,61922.0,104.6,61922.0,Multifamily Housing,MN,7779,52348,3922,48426,0,3922,17.0,58,60,1986,989076.0,222843.0,10023.0,211 WEST 71 STREET,-73.9825747896,40.7783274757
1011640005,84.6,206009.0,98.7,218851.0,98.9,218851.0,83.3,218851.0,Multifamily Housing,MN,12975,218851,9618,209233,2045,7573,22.0,259,265,1926,988784.0,223367.0,10023.0,253 WEST 72 STREET,-73.9836287587,40.7797658719
1005067501,86.2,301968.0,99.5,311477.0,109.7,311477.0,104.9,311477.0,Office,MN,23365,311477,311477,0,294741,16736,12.0,0,45,1927,982803.0,204112.0,10014.0,160 VARICK STREET,-74.0052206439,40.7269168272
1005100001,39.3,178459.0,76.7,169961.0,79.7,169961.0,74.8,169961.0,Office,MN,11858,169961,169961,0,160896,9065,15.0,0,108,1927,985204.0,203051.0,10012.0,63 PRINCE STREET,-73.9965582055,40.7240047069
4097600022,151.5,59946.0,169.5,54496.0,175.6,54496.0,187.0,54496.0,Multifamily Housing,QN,9811,54496,2500,51996,0,2500,8.0,43,44,2003,1039960.0,196329.0,11432.0,90-05 161 STREET,-73.7990681699,40.7053791001
1011650004,70.4,158148.0,74.1,148845.0,74.9,148845.0,61.9,148845.0,Multifamily Housing,MN,11950,148845,0,148845,0,0,16.0,63,63,1925,988860.0,223737.0,10023.0,290 WEST END AVENUE,-73.9833540861,40.7807813847
1011657501,35.2,273684.0,38.3,204634.0,39.0,204634.0,37.4,204634.0,Multifamily Housing,MN,15330,159086,17705,141381,0,0,19.0,159,160,1926,988971.0,223563.0,10023.0,253 WEST 73 STREET,-73.9829534066,40.7803037422
1011657503,131.8,485846.0,152.7,563290.0,134.7,568662.0,133.0,568662.0,Multifamily Housing,MN,44375,435775,109436,302786,33677,51453,17.0,385,387,1902,989176.0,223504.0,10023.0,2109 BROADWAY,-73.9822132356,40.7801416909
1011660001,66.9,113500.0,76.9,125030.0,84.4,125030.0,72.1,125030.0,Multifamily Housing,MN,11238,125030,5000,120030,5000,0,13.0,32,35,1917,988944.0,223880.0,10023.0,300 WEST END AVENUE,-73.9830506767,40.7811738376
2031720016,107.1,56925.0,123.0,51750.0,222.8,51750.0,130.6,51750.0,Multifamily Housing,BX,11500,51750,0,51750,0,0,6.0,60,60,1926,1011638.0,252273.0,10468.0,2338 MORRIS AVENUE,-73.9009902398,40.8590633735
1011660061,64.2,85836.0,71.7,85836.0,78.0,85836.0,66.1,85836.0,Multifamily Housing,MN,6436,85836,0,85836,0,0,16.0,66,66,1925,988975.0,223984.0,10023.0,310 WEST END AVENUE,-73.9829386673,40.7814592735
1011670061,18.6,149310.0,68.3,126811.0,71.0,126811.0,61.8,126811.0,Multifamily Housing,MN,7933,126811,4000,122811,4000,0,20.0,103,105,1931,989126.0,224216.0,10023.0,336 WEST END AVENUE,-73.9823932584,40.7820959699
1011677501,48.5,159859.0,49.2,111600.0,64.1,111600.0,92.4,111600.0,Multifamily Housing,MN,10208,111600,4550,107050,0,4550,15.0,111,119,1924,989561.0,223834.0,10023.0,2138 BROADWAY,-73.9808228196,40.7810472306
1011677502,61.5,263328.0,55.9,308707.0,59.8,308707.0,58.4,308707.0,Multifamily Housing,MN,19275,272710,82426,190284,0,25887,18.0,69,55,2009,989605.0,223931.0,10023.0,2148 BROADWAY,-73.9806638652,40.7813134433
1011680010,70.2,172465.0,77.4,170801.0,81.4,170801.0,93.7,170801.0,Multifamily Housing,MN,13350,170801,10800,160000,0,10800,15.0,77,83,1925,989391.0,224236.0,10024.0,2161 BROADWAY,-73.981436355,40.7821507144
1011680022,98.8,155576.0,81.3,195491.0,63.4,195491.0,64.4,195491.0,Multifamily Housing,MN,10175,195491,18319,177172,0,18319,23.0,113,121,1930,989637.0,224115.0,10024.0,2162 BROADWAY,-73.9805481703,40.781818455
1011687501,67.2,304333.0,71.7,309449.0,48.0,309449.0,98.0,309449.0,Multifamily Housing,MN,28862,280723,90129,190594,0,68586,18.0,125,126,2007,989805.0,224064.0,10024.0,205 WEST 76 STREET,-73.9799415841,40.7816783696
1011697502,76.5,87000.0,128.2,91271.0,72.4,91271.0,90.0,91271.0,Multifamily Housing,MN,5108,73791,0,73791,0,0,21.0,34,34,2008,989770.0,224450.0,10024.0,230 WEST 78 STREET,-73.9800676476,40.782737859
1011700012,71.0,221564.0,75.2,202586.0,71.5,202586.0,62.7,202586.0,Multifamily Housing,MN,20225,202586,8597,193989,0,8597,13.0,100,117,1905,989827.0,224661.0,10024.0,2200 BROADWAY,-73.9798616492,40.7833169622
1011700023,71.0,69337.0,73.4,62403.0,75.3,62403.0,71.7,62403.0,Multifamily Housing,MN,8377,62403,0,62403,0,0,9.0,40,40,1926,989952.0,224532.0,10024.0,215 WEST 78 STREET,-73.9794103881,40.7829628117
1011707501,58.4,357000.0,64.2,257564.0,63.5,257564.0,57.7,257564.0,Multifamily Housing,MN,20433,265173,38617,226556,0,17290,18.0,272,280,1975,990093.0,224515.0,10024.0,200 WEST 79 STREET,-73.9789012596,40.7829160591
1011710062,69.0,643829.0,70.6,631204.0,74.8,631204.0,72.2,631204.0,Multifamily Housing,MN,27437,631204,98612,532592,0,34474,33.0,503,506,1999,987456.0,221654.0,10069.0,101 WEST END AVENUE,-73.9884246815,40.7750647197
1011710063,77.0,920465.0,81.6,978985.0,96.0,978985.0,90.8,978985.0,Multifamily Housing,MN,75484,978985,113748,865237,6807,31391,37.0,1000,1009,1994,987185.0,221190.0,10023.0,75 WEST END AVENUE,-73.9894033343,40.7737912555
2033190083,75.2,118333.0,80.1,95000.0,87.7,95000.0,91.6,95000.0,Multifamily Housing,BX,19500,95000,7500,87500,0,7500,6.0,68,77,1927,1014783.0,256960.0,10468.0,18 EAST 199 STREET,-73.8895994758,40.8719174395
2024960081,89.4,55650.0,108.0,55650.0,90.6,55650.0,100.8,55650.0,Multifamily Housing,BX,10125,55650,2650,53000,0,2650,6.0,45,49,1929,1005708.0,243298.0,10452.0,35 MC CLELLAN STREET,-73.922456362,40.834446055
1011717501,75.1,740377.0,80.5,600967.0,71.0,600967.0,67.3,600967.0,Multifamily Housing,MN,38278,544302,87852,456450,3618,21043,46.0,360,363,1997,987667.0,223084.0,10069.0,200 RIVERSIDE BOULEVARD,-73.9876621351,40.7789896141
1011717502,71.7,795215.0,76.3,690772.0,67.8,690772.0,75.2,690772.0,Multifamily Housing,MN,47573,637994,88069,548010,1275,0,48.0,413,414,2000,987774.0,223361.0,10069.0,220 RIVERSIDE BOULEVARD,-73.9872756417,40.7797498639
1011717503,77.8,447049.0,81.4,368150.0,85.8,368150.0,85.5,368150.0,Multifamily Housing,MN,29770,322451,45946,276505,2761,0,31.0,159,160,2004,987870.0,223563.0,10069.0,240 RIVERSIDE BOULEVARD,-73.9869288988,40.7803042617
1011717504,81.8,386090.0,90.2,389568.0,131.4,389568.0,131.2,389568.0,Multifamily Housing,MN,55136,297850,34196,263654,5730,0,18.0,276,279,2004,987281.0,222091.0,10069.0,120 RIVERSIDE BOULEVARD,-73.9890563249,40.7762642316
1011717504,81.8,386090.0,117.8,389568.0,131.4,389568.0,131.2,389568.0,Multifamily Housing,MN,55136,297850,34196,263654,5730,0,18.0,276,279,2004,987281.0,222091.0,10069.0,120 RIVERSIDE BOULEVARD,-73.9890563249,40.7762642316
1011717504,105.9,297850.0,90.2,389568.0,131.4,389568.0,131.2,389568.0,Multifamily Housing,MN,55136,297850,34196,263654,5730,0,18.0,276,279,2004,987281.0,222091.0,10069.0,120 RIVERSIDE BOULEVARD,-73.9890563249,40.7762642316
1011717504,105.9,297850.0,117.8,389568.0,131.4,389568.0,131.2,389568.0,Multifamily Housing,MN,55136,297850,34196,263654,5730,0,18.0,276,279,2004,987281.0,222091.0,10069.0,120 RIVERSIDE BOULEVARD,-73.9890563249,40.7762642316
1011717506,143.6,206000.0,94.7,295205.0,169.9,295205.0,5.1,295205.0,Multifamily Housing,MN,23635,219648,7305,212343,0,7305,25.0,331,333,2006,987038.0,221017.0,10023.0,33 WEST END AVENUE,-73.989934142,40.7733164634
1011717506,143.6,206000.0,134.4,295205.0,169.9,295205.0,5.1,295205.0,Multifamily Housing,MN,23635,219648,7305,212343,0,7305,25.0,331,333,2006,987038.0,221017.0,10023.0,33 WEST END AVENUE,-73.989934142,40.7733164634
1011717506,87.7,82210.0,94.7,295205.0,169.9,295205.0,5.1,295205.0,Multifamily Housing,MN,23635,219648,7305,212343,0,7305,25.0,331,333,2006,987038.0,221017.0,10023.0,33 WEST END AVENUE,-73.989934142,40.7733164634
1011717506,87.7,82210.0,134.4,295205.0,169.9,295205.0,5.1,295205.0,Multifamily Housing,MN,23635,219648,7305,212343,0,7305,25.0,331,333,2006,987038.0,221017.0,10023.0,33 WEST END AVENUE,-73.989934142,40.7733164634
1011790019,53.5,427927.0,64.9,426476.0,66.1,426476.0,61.6,426476.0,Multifamily Housing,MN,55250,426476,2000,424476,2000,0,20.0,420,421,1962,987671.0,222216.0,10069.0,303 WEST 66 STREET,-73.9876481341,40.7766071814
1011797501,22.6,568603.0,74.5,547520.0,71.7,547520.0,69.4,547520.0,Multifamily Housing,MN,96044,558987,137887,421100,5320,4296,28.0,403,409,1962,987775.0,222427.0,10023.0,165 WEST END AVENUE,-73.987272521,40.77718628
1011797502,21.3,571382.0,20.4,520030.0,66.9,520030.0,63.6,520030.0,Multifamily Housing,MN,96150,562374,144000,418374,16030,0,28.0,432,442,1962,987894.0,222669.0,10023.0,185 WEST END AVENUE,-73.9868427245,40.777850458
1011797502,21.3,571382.0,20.4,520030.0,66.9,520030.0,63.6,520030.0,Multifamily Housing,MN,96150,562374,144000,418374,16030,0,28.0,432,442,1962,987894.0,222669.0,10023.0,185 WEST END AVENUE,-73.9868427245,40.777850458
1011797503,84.3,650325.0,91.0,609280.0,81.1,609280.0,72.4,642394.0,Multifamily Housing,MN,90575,642284,75460,566824,4635,0,28.0,543,549,1962,987972.0,222889.0,10023.0,205 WEST END AVENUE,-73.9865609705,40.7784542674
1011820020,62.3,258974.0,66.3,243741.0,66.4,243741.0,64.0,243741.0,Multifamily Housing,MN,22593,243741,2700,241041,2700,0,16.0,185,185,1963,988112.0,223090.0,10023.0,315 WEST 70 STREET,-73.9860553568,40.7790058993
1014590001,53.4,235529.0,66.9,201882.0,52.4,201882.0,41.6,201882.0,Multifamily Housing,MN,42777,201882,36000,165882,0,36000,6.0,237,246,1903,995614.0,217205.0,10065.0,1168 1 AVENUE,-73.9589776065,40.762846649
1011830037,66.1,143554.0,70.7,143554.0,75.8,143554.0,47.0,143554.0,Multifamily Housing,MN,12770,143554,6000,137554,6000,0,15.0,120,123,1925,988334.0,223388.0,10023.0,310 WEST 72 STREET,-73.9852535934,40.7798237308
2031690043,132.0,75798.0,134.8,70110.0,168.3,70110.0,136.3,70110.0,Multifamily Housing,BX,18480,70110,0,70110,0,0,6.0,79,79,1928,1010847.0,250545.0,10453.0,2095 CRESTON AVENUE,-73.9038566206,40.8543229517
4104610057,98.3,59200.0,112.8,53200.0,98.6,53200.0,105.9,53200.0,Multifamily Housing,QN,33000,53200,0,53200,0,0,6.0,62,62,1939,1048677.0,199773.0,11423.0,88-73 193 STREET,-73.7675953451,40.714772854
1011830053,45.0,199119.0,88.1,199502.0,88.6,199502.0,90.7,199502.0,Multifamily Housing,MN,19425,199502,4000,195502,4000,0,13.0,147,149,1904,987984.0,223522.0,10023.0,342 WEST 72 STREET,-73.9865172903,40.7801916801
1004627501,39.3,88500.0,41.7,54745.0,45.3,54745.0,43.2,54745.0,Multifamily Housing,MN,8853,45751,15114,30637,0,0,12.0,33,34,1991,987187.0,204613.0,10003.0,24 EAST 7 STREET,-73.9894033535,40.7282915809
1011840087,84.7,82142.0,87.8,77310.0,88.9,77310.0,68.8,77310.0,Multifamily Housing,MN,7500,77310,1915,75395,1915,0,16.0,120,120,1930,988755.0,224091.0,10023.0,304 WEST 75 STREET,-73.9837329856,40.781753075
1011850001,64.0,209664.0,64.6,186100.0,66.2,186100.0,60.5,186100.0,Multifamily Housing,MN,13700,186100,2000,184100,2000,0,17.0,143,144,1928,988585.0,224384.0,10023.0,33 RIVERSIDE DRIVE,-73.9843466461,40.7825573672
1019890001,107.1,623875.0,108.2,751510.0,103.1,751510.0,113.2,751510.0,College/University,MN,151100,751510,751510,0,582510,0,14.0,0,1,1901,994298.0,234118.0,10027.0,3009 BROADWAY,-73.9637028769,40.8092699055
1008050094,54.8,236841.0,38.1,216841.0,74.4,216841.0,75.5,216841.0,Other,MN,13705,216841,216841,0,205999,10842,20.0,0,90,1926,986469.0,211806.0,10001.0,144 WEST 30 STREET,-73.9919915128,40.7480347931
1011850032,81.5,86236.0,77.4,79050.0,76.5,79050.0,72.9,79050.0,Multifamily Housing,MN,10200,79050,2000,77050,2000,0,11.0,74,75,1948,988771.0,224400.0,10023.0,320 WEST 76 STREET,-73.9836750036,40.7826011898
1022370023,92.1,59189.0,109.6,56370.0,107.2,56370.0,69.2,56370.0,Multifamily Housing,MN,15925,56370,0,56370,0,0,5.0,70,70,1930,1004614.0,255138.0,10034.0,25 SEAMAN AVENUE,-73.9263738294,40.8669459263
1007987505,47.8,71930.0,53.6,66937.0,55.6,66937.0,52.7,66937.0,Multifamily Housing,MN,6238,43864,0,43864,0,0,17.0,33,33,2006,985858.0,209920.0,10011.0,125 WEST 22 STREET,-73.9941970947,40.7428583279
1011860025,69.8,172225.0,79.7,188830.0,77.3,188830.0,74.5,188830.0,Multifamily Housing,MN,15835,188830,8000,180830,8000,0,15.0,110,116,1925,989128.0,224686.0,10024.0,365 WEST END AVENUE,-73.9823856954,40.7833859939
1011860033,68.2,87941.0,86.7,71880.0,89.3,71880.0,81.5,71880.0,Multifamily Housing,MN,7650,71880,0,71880,0,0,12.0,48,48,1912,989214.0,224757.0,10024.0,375 WEST END AVENUE,-73.9820750996,40.7835808222
1011860051,76.1,62487.0,74.6,62487.0,68.1,62487.0,63.8,62487.0,Multifamily Housing,MN,5900,62487,2000,60487,2000,0,16.0,47,48,1926,988895.0,224903.0,10024.0,52 RIVERSIDE DRIVE,-73.983226901,40.7839817267
1011860052,58.8,185471.0,48.9,177041.0,51.9,177041.0,55.3,177041.0,Multifamily Housing,MN,12450,177041,2000,175041,2000,0,21.0,151,152,1965,989013.0,225055.0,10024.0,60 RIVERSIDE DRIVE,-73.9828006951,40.7843988634
2028040048,101.6,53400.0,116.9,53400.0,113.7,53400.0,113.5,53400.0,Multifamily Housing,BX,12500,53400,0,53400,0,0,6.0,61,61,1929,1010595.0,248385.0,10457.0,235 MT HOPE PLACE,-73.9047760425,40.8483951512
1011860087,59.8,63121.0,68.4,58266.0,69.5,58266.0,69.8,58266.0,Multifamily Housing,MN,6641,58266,0,58266,0,0,12.0,35,35,1910,989198.0,225071.0,10024.0,310 WEST 79 STREET,-73.982132644,40.7844426775
4012770058,72.0,117912.0,65.8,115600.0,72.1,115600.0,76.0,115600.0,Multifamily Housing,QN,30000,115600,0,115600,0,0,6.0,96,96,1937,1015033.0,212726.0,11372.0,35-25 77 STREET,-73.8888983884,40.7505066584
1011860095,70.6,71578.0,74.2,64421.0,77.4,64421.0,99.8,64421.0,Multifamily Housing,MN,8675,64421,0,64421,0,0,9.0,37,37,1907,989071.0,225143.0,10024.0,67 RIVERSIDE DRIVE,-73.9825911926,40.7846403685
1011950001,45.1,101145.0,80.7,101145.0,75.2,101145.0,70.9,101145.0,Multifamily Housing,MN,10216,101145,7000,94145,0,7000,13.0,125,130,1905,991431.0,224664.0,10024.0,441 COLUMBUS AVENUE,-73.9740696587,40.7833240387
1011950005,98.0,129575.0,124.0,133229.0,136.6,133229.0,157.9,133229.0,Hotel,MN,12771,133229,6500,0,0,6500,15.0,0,216,1923,991530.0,224609.0,10024.0,45 WEST 81 STREET,-73.9737122328,40.7831729973
1011950010,64.3,69707.0,76.5,64776.0,67.4,64776.0,18.4,64776.0,Multifamily Housing,MN,7775,64776,0,64776,0,0,12.0,72,72,1914,991618.0,224561.0,10024.0,35 WEST 81 STREET,-73.9733945212,40.7830411771
1011950018,39.1,541468.0,43.8,325873.0,44.5,338373.0,42.8,338373.0,Multifamily Housing,MN,26875,338373,12500,325873,12500,0,16.0,128,134,1930,991844.0,224497.0,10024.0,15 WEST 81 STREET,-73.972578519,40.7828653229
1011950029,73.2,630643.0,88.2,600613.0,90.7,600613.0,87.4,600613.0,Multifamily Housing,MN,40350,600613,0,600613,0,0,20.0,193,193,1929,992025.0,224392.0,10024.0,211 CENTRAL PARK WEST,-73.9719250603,40.7825769684
1008510013,67.7,153754.0,86.0,149276.0,81.6,149276.0,91.2,149276.0,Multifamily Housing,MN,14382,149276,10000,139276,0,10000,12.0,134,135,1911,987450.0,209034.0,10010.0,21 EAST 22 STREET,-73.9884523512,40.7404260458
1011960009,63.2,71789.0,83.6,59824.0,70.8,59824.0,60.5,59824.0,Multifamily Housing,MN,8513,59824,0,59824,0,0,9.0,38,38,1916,991734.0,224799.0,10024.0,41 WEST 82 STREET,-73.9729753859,40.7836943264
1011960029,57.1,261030.0,69.5,245676.0,80.2,245676.0,66.5,245676.0,Multifamily Housing,MN,20325,245676,1790,243886,0,0,16.0,338,345,1926,992166.0,224581.0,10024.0,225 CENTRAL PARK WEST,-73.9714156973,40.783095598
1011970029,66.9,156350.0,74.9,156360.0,76.5,156360.0,67.4,156360.0,Multifamily Housing,MN,11422,156360,10338,146022,10338,0,15.0,113,113,1929,992298.0,224789.0,10024.0,230 CENTRAL PARK WEST,-73.9709388023,40.7836663834
1011970029,66.9,156350.0,74.9,156360.0,76.5,156360.0,67.4,156360.0,Multifamily Housing,MN,11422,156360,10338,146022,10338,0,15.0,113,113,1929,992298.0,224789.0,10024.0,230 CENTRAL PARK WEST,-73.9709388023,40.7836663834
1011980029,61.3,254629.0,71.9,253749.0,74.4,253749.0,74.6,253749.0,Multifamily Housing,MN,17550,253749,0,253749,0,0,20.0,140,140,1931,992424.0,225037.0,10024.0,241 CENTRAL PARK WEST,-73.9704835167,40.7843469618
1004820016,58.4,130000.0,76.6,109377.0,83.5,109377.0,80.2,109377.0,Office,MN,9600,109377,109377,0,101587,7290,12.0,0,15,1907,984835.0,202467.0,10012.0,72 SPRING STREET,-73.9978895164,40.7224018003
1011990036,33.4,148380.0,51.6,148380.0,61.8,148380.0,65.2,148380.0,Multifamily Housing,MN,15325,148380,1350,147030,450,0,12.0,69,73,1925,992588.0,225353.0,10024.0,257 CENTRAL PARK WEST,-73.9698909171,40.7852141443
1011990040,68.4,70642.0,47.0,66227.0,71.7,66227.0,59.0,66227.0,Multifamily Housing,MN,6334,66227,900,65327,0,0,15.0,28,30,1925,992472.0,225417.0,10024.0,10 WEST 86 STREET,-73.9703097226,40.7853899159
1011990045,68.8,112565.0,33.2,103112.0,13.4,103112.0,28.2,103112.0,Multifamily Housing,MN,9604,103112,0,103112,0,0,16.0,64,64,1929,992337.0,225492.0,10024.0,20 WEST 86 STREET,-73.9707971277,40.7855958954
4012810054,20.2,62609.0,140.0,59628.0,104.1,59628.0,100.5,59628.0,Multifamily Housing,QN,14000,59628,0,59628,0,0,6.0,59,59,1937,1016082.0,212730.0,11372.0,35-45 81 STREET,-73.8851123363,40.7505139233
1012000005,96.0,70144.0,99.8,70144.0,172.9,70144.0,103.1,70144.0,Multifamily Housing,MN,6798,70144,2733,67411,2733,0,16.0,77,80,1927,992158.0,225817.0,10024.0,51 WEST 86 STREET,-73.9714431299,40.7864880956
1012000025,65.5,116021.0,66.8,116021.0,82.0,116021.0,68.7,116021.0,Multifamily Housing,MN,9668,116021,16349,99672,16349,0,20.0,68,80,1937,992615.0,225564.0,10024.0,5 WEST 86 STREET,-73.9697931555,40.7857932574
1012000031,54.4,258000.0,61.6,238548.0,61.6,238548.0,58.9,238548.0,Multifamily Housing,MN,21350,238548,7000,231548,7000,0,15.0,83,91,1927,992728.0,225561.0,10024.0,261 CENTRAL PARK WEST,-73.9693851052,40.7857849156
1012010029,64.3,99793.0,69.7,83743.0,74.5,83743.0,37.0,83743.0,Multifamily Housing,MN,7550,83743,400,83343,0,0,13.0,26,27,1913,992825.0,225730.0,10024.0,271 CENTRAL PARK WEST,-73.9690346129,40.7862486818
1007880086,72.9,121520.0,51.5,121520.0,85.7,121520.0,86.1,121520.0,Office,MN,6099,121520,121520,0,0,5500,20.0,0,65,1925,986784.0,214350.0,10018.0,594 8 AVENUE,-73.9908537026,40.755017345
1012020001,53.7,232272.0,61.6,152765.0,61.5,152765.0,59.2,152765.0,Multifamily Housing,MN,30717,152765,0,152765,0,0,11.0,169,169,1983,992390.0,226344.0,10024.0,69 WEST 88 STREET,-73.9706047076,40.7879343588
1012020036,69.3,177679.0,71.7,177679.0,69.9,177679.0,67.1,177679.0,Multifamily Housing,MN,18635,177679,2250,175429,0,0,12.0,53,58,1905,992983.0,226069.0,10024.0,285 CENTRAL PARK WEST,-73.9684636146,40.7871789914
1012030001,62.6,237692.0,75.0,224530.0,60.6,224530.0,56.1,224531.0,Multifamily Housing,MN,27728,224531,2400,222130,0,2400,19.0,188,190,1971,992527.0,226616.0,10024.0,609 COLUMBUS AVENUE,-73.970109636,40.7886807986
1012030033,60.6,145454.0,66.2,145476.0,17.2,145476.0,80.0,145476.0,Multifamily Housing,MN,10071,145476,0,145476,0,0,19.0,136,136,1941,993137.0,226290.0,10024.0,295 CENTRAL PARK WEST,-73.9679072015,40.7877854237
1014127501,65.9,59965.0,81.5,56287.0,72.1,56287.0,76.4,56287.0,Multifamily Housing,MN,8173,56487,1520,54967,1520,0,9.0,34,35,1927,995719.0,221157.0,10075.0,170 EAST 78 STREET,-73.958591828,40.7736937261
1012040029,65.4,626467.0,74.8,608532.0,71.1,608532.0,76.5,608532.0,Multifamily Housing,MN,39765,608532,2100,606432,2100,0,29.0,208,212,1930,993192.0,226499.0,10024.0,300 CENTRAL PARK WEST,-73.9677083068,40.7883590172
1012050029,77.5,109769.0,96.5,109769.0,110.9,109769.0,107.7,109769.0,Multifamily Housing,MN,12085,109769,2553,107216,2553,0,12.0,42,43,1911,993327.0,226664.0,10025.0,315 CENTRAL PARK WEST,-73.9672205667,40.7888117603
1012050034,79.7,349345.0,73.8,349342.0,74.2,349342.0,68.6,349342.0,Multifamily Housing,MN,26490,349342,0,349342,0,0,19.0,201,201,1931,993313.0,226789.0,10025.0,320 CENTRAL PARK WEST,-73.9672709558,40.7891548661
1012060001,80.1,261980.0,83.5,244841.0,85.5,244841.0,82.2,244841.0,Multifamily Housing,MN,25177,244841,33619,211222,2102,0,30.0,203,205,1970,992885.0,227264.0,10025.0,70 WEST 93 STREET,-73.9688159735,40.790459042
1012060017,67.0,105625.0,75.7,98081.0,89.8,98081.0,69.7,98081.0,Multifamily Housing,MN,12085,98081,0,98081,0,0,13.0,87,87,1931,993195.0,227033.0,10025.0,35 WEST 92 STREET,-73.967696762,40.7898247008
1012060029,56.0,140381.0,68.9,120112.0,51.2,120112.0,59.1,120112.0,Multifamily Housing,MN,9458,120112,0,120112,0,0,15.0,49,49,1926,993447.0,226880.0,10025.0,322 CENTRAL PARK WEST,-73.9667869195,40.7894044982
1012060045,89.6,120000.0,93.4,137634.0,86.5,137634.0,92.6,137635.0,Multifamily Housing,MN,38270,137635,0,137634,0,0,8.0,123,124,1971,993133.0,227189.0,10025.0,50 WEST 93 STREET,-73.9679204574,40.7902529413
4097110032,96.8,61320.0,104.2,122640.0,111.2,122640.0,109.9,122640.0,Multifamily Housing,QN,47860,122640,0,122640,0,0,6.0,125,125,1959,1035104.0,197797.0,11435.0,139-21 85 DRIVE,-73.8165713887,40.7094376452
4097110032,96.8,61320.0,104.1,122640.0,111.2,122640.0,109.9,122640.0,Multifamily Housing,QN,47860,122640,0,122640,0,0,6.0,125,125,1959,1035104.0,197797.0,11435.0,139-21 85 DRIVE,-73.8165713887,40.7094376452
4097110032,97.1,61320.0,104.2,122640.0,111.2,122640.0,109.9,122640.0,Multifamily Housing,QN,47860,122640,0,122640,0,0,6.0,125,125,1959,1035104.0,197797.0,11435.0,139-21 85 DRIVE,-73.8165713887,40.7094376452
4097110032,97.1,61320.0,104.1,122640.0,111.2,122640.0,109.9,122640.0,Multifamily Housing,QN,47860,122640,0,122640,0,0,6.0,125,125,1959,1035104.0,197797.0,11435.0,139-21 85 DRIVE,-73.8165713887,40.7094376452
1012070015,70.8,58000.0,74.5,53478.0,65.7,53478.0,31.1,53478.0,Multifamily Housing,MN,7550,53478,0,53478,0,0,8.0,32,32,1920,993226.0,227321.0,10025.0,37 WEST 93 STREET,-73.9675844263,40.7906151518
1012070034,51.1,215984.0,62.9,202485.0,63.7,202485.0,61.6,202485.0,Multifamily Housing,MN,15750,202485,0,202485,0,0,15.0,97,97,1929,993605.0,227240.0,10025.0,336 CENTRAL PARK WEST,-73.9662158335,40.7903924356
1012080001,20.1,351434.0,97.3,371000.0,94.2,371000.0,69.0,374550.0,Multifamily Housing,MN,52067,374550,47707,326843,0,13449,26.0,246,252,1968,993199.0,227692.0,10025.0,705 COLUMBUS AVENUE,-73.9676814387,40.7916334743
1012080029,65.0,323690.0,72.1,323690.0,67.2,323690.0,50.4,323691.0,Multifamily Housing,MN,23835,323691,32168,291523,32168,0,16.0,145,161,1929,993736.0,227393.0,10025.0,350 CENTRAL PARK WEST,-73.9657425308,40.7908122397
1012090001,86.5,278247.0,97.3,308302.0,94.9,308302.0,90.4,308302.0,Multifamily Housing,MN,32026,308302,12275,296027,0,10755,32.0,246,250,1969,993301.0,227978.0,10025.0,721 COLUMBUS AVENUE,-73.9673126889,40.7924183632
1007850029,30.4,170054.0,20.2,163681.0,58.4,163681.0,62.0,163681.0,Multifamily Housing,MN,12977,163681,163681,0,0,10000,13.0,0,28,1921,986832.0,213300.0,10001.0,213 WEST 35 STREET,-73.9906808531,40.7521353476
1007850029,30.4,170054.0,39.1,163681.0,58.4,163681.0,62.0,163681.0,Multifamily Housing,MN,12977,163681,163681,0,0,10000,13.0,0,28,1921,986832.0,213300.0,10001.0,213 WEST 35 STREET,-73.9906808531,40.7521353476
2033060011,74.8,66440.0,74.5,66440.0,28.9,66440.0,47.9,66440.0,Multifamily Housing,BX,14280,66440,3200,63240,0,0,6.0,56,56,1960,1015475.0,257117.0,10458.0,2954 GRAND CONCOURSE,-73.8870966291,40.8723459351
1012090053,61.0,115910.0,71.7,108666.0,74.5,108666.0,74.3,108666.0,Multifamily Housing,MN,10066,108666,0,108666,0,0,15.0,61,61,1929,993458.0,227909.0,10025.0,50 WEST 96 STREET,-73.9667457845,40.7922288147
