BBL,EUI_2013,floorArea_2013,EUI_2014,floorArea_2014,EUI_2015,floorArea_2015,EUI_2016,floorArea_2016,TYPE_2016,Borough,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,XCoord,YCoord,ZipCode,Address,Longitude,Latitude
3061300001,81.1,50731.0,93.5,50741.0,81.4,50741.0,102.8,50741.0,Multifamily Housing,BK,10000,50741,0,50741,0,0,6.0,58,58,1961,974657.0,163098.0,11209.0,303 99 STREET,-74.0345522985,40.6143375151
3020870001,121.1,113700.0,131.6,113700.0,121.5,113700.0,122.7,113700.0,Other,BK,65548,113700,113700,0,0,0,5.0,0,1,2004,990020.0,190832.0,11201.0,161 ASHLAND PLACE,-73.9791937476,40.6904646096
1009107501,80.9,67038.0,90.9,88126.0,89.7,88126.0,90.1,88126.0,Multifamily Housing,MN,5750,67138,8994,58144,0,8994,14.0,80,81,2001,990318.0,209678.0,10016.0,250 EAST 30 STREET,-73.9781021904,40.7421921627
2029760007,50.0,211598.0,88.8,185149.0,88.0,185149.0,87.7,185149.0,Multifamily Housing,BX,31602,185149,27800,157349,0,6800,7.0,128,129,2006,1013980.0,242053.0,10459.0,1330 INTERVALE AVENUE,-73.8925690464,40.8310049184
1019630030,136.1,84000.0,146.6,79036.0,151.7,79036.0,150.8,79036.0,Other,MN,10092,79036,3317,75719,0,3317,15.0,58,62,1968,995721.0,234272.0,10027.0,1235 AMSTERDAM AVENUE,-73.9585622078,40.8096908598
3020957502,185.1,125646.0,189.0,121986.0,200.5,121986.0,196.5,121986.0,Multifamily Housing,BK,11110,122016,3833,118183,0,0,28.0,108,109,2006,990175.0,190026.0,11217.0,230 ASHLAND PLACE,-73.9786355363,40.6882522226
3012500025,81.6,140031.0,98.5,124472.0,92.7,124472.0,84.9,124472.0,Multifamily Housing,BK,45214,124472,0,124472,0,0,8.0,152,152,1982,1000249.0,183992.0,11213.0,230 KINGSTON AVENUE,-73.9423248719,40.6716777876
1010460038,73.8,69643.0,89.3,65000.0,82.1,65000.0,94.3,65000.0,Multifamily Housing,MN,8577,65000,1260,63740,0,1260,14.0,115,116,1964,988632.0,218403.0,10019.0,306 WEST 56 STREET,-73.9841808329,40.7661410673
1012450025,57.8,106064.0,75.4,99435.0,71.3,99435.0,64.7,99435.0,Multifamily Housing,MN,7950,99435,0,99435,0,0,15.0,48,48,1929,989869.0,225964.0,10024.0,300 WEST 83 STREET,-73.9797088988,40.786893323
3021117501,104.1,286061.0,117.0,287513.0,148.7,287518.0,145.7,287518.0,Multifamily Housing,BK,20263,274202,67991,206211,17325,40139,41.0,179,196,1927,990428.0,189027.0,11217.0,1 HANSON PLACE,-73.9777241808,40.6855100236
3021140001,52.3,79615.0,87.5,72781.0,89.3,72781.0,87.7,72781.0,Multifamily Housing,BK,5760,72781,0,72781,0,0,15.0,103,103,1929,991183.0,189070.0,11217.0,67 HANSON PLACE,-73.9750018571,40.6856274896
3021190001,98.0,82000.0,100.1,82000.0,102.2,82000.0,93.3,82000.0,Multifamily Housing,BK,19000,82000,0,82000,0,0,6.0,86,86,1928,992027.0,189289.0,11238.0,313 CUMBERLAND STREET,-73.971958415,40.6862278931
3021207501,81.6,55033.0,87.7,53968.0,86.0,53968.0,56.1,57033.0,Multifamily Housing,BK,17800,62097,10673,36788,0,0,12.0,27,37,2003,992268.0,189322.0,11238.0,381 CARLTON AVENUE,-73.9710894003,40.6863182555
3021307501,50.9,195924.0,59.6,180012.0,56.9,180012.0,77.6,180012.0,Multifamily Housing,BK,26529,180853,32086,148767,0,0,12.0,130,132,1916,993595.0,198060.0,11249.0,60 BROADWAY,-73.966292497,40.7103007253
3021327502,41.2,71488.0,49.7,79285.0,46.9,79364.0,32.0,79364.0,Multifamily Housing,BK,11320,61758,6069,55689,5754,0,6.0,40,43,2002,994317.0,197932.0,11211.0,138 BROADWAY,-73.9636884279,40.7099486037
3021340001,12.3,165167.0,12.3,165167.0,20.2,165167.0,18.5,165167.0,Non-Refrigerated Warehouse,BK,94500,165167,165167,0,0,0,3.0,0,7,1940,992891.0,197153.0,11249.0,478 KENT AVENUE,-73.9688329954,40.7078119409
3021340150,22.5,70665.0,22.6,70665.0,29.0,70665.0,33.0,70665.0,Non-Refrigerated Warehouse,BK,68690,70665,70665,0,0,0,3.0,0,1,1946,992712.0,197170.0,11249.0,1 DIVISION AVENUE,-73.9694786046,40.7078587749
3021347503,54.8,191889.0,62.9,191889.0,72.5,191889.0,68.9,191889.0,Multifamily Housing,BK,18352,172270,0,172270,0,0,24.0,135,135,2003,992763.0,197669.0,11249.0,440 KENT AVENUE,-73.969294023,40.7092283628
3021377502,21.3,58725.0,13.3,59400.0,40.7,59400.0,77.2,59400.0,Multifamily Housing,BK,10800,48713,0,48713,0,0,8.0,28,28,2002,993905.0,197738.0,11249.0,102 SOUTH 8 STREET,-73.965174786,40.7094165789
3021480007,91.7,57750.0,110.4,55550.0,113.6,55550.0,109.5,55550.0,Multifamily Housing,BK,12400,55550,9258,46292,0,9258,6.0,59,61,1926,994691.0,197316.0,11211.0,156 SOUTH 9 STREET,-73.9623403689,40.7082573964
1005587503,106.3,60266.0,116.7,57042.0,115.3,57042.0,108.1,57042.0,Multifamily Housing,MN,11417,60410,0,60410,0,0,5.0,44,44,1988,987402.0,206171.0,10003.0,125 EAST 12 STREET,-73.9886269073,40.7325678355
3021657501,4.4,56000.0,4.5,85046.0,5.5,85046.0,4.6,85046.0,Multifamily Housing,BK,18454,85046,0,85046,0,0,8.0,66,66,2001,993229.0,196348.0,11249.0,525 KENT AVENUE,-73.9676149453,40.7056020695
3021657501,4.4,56000.0,5.1,85046.0,5.5,85046.0,4.6,85046.0,Multifamily Housing,BK,18454,85046,0,85046,0,0,8.0,66,66,2001,993229.0,196348.0,11249.0,525 KENT AVENUE,-73.9676149453,40.7056020695
3021657501,4.6,56000.0,4.5,85046.0,5.5,85046.0,4.6,85046.0,Multifamily Housing,BK,18454,85046,0,85046,0,0,8.0,66,66,2001,993229.0,196348.0,11249.0,525 KENT AVENUE,-73.9676149453,40.7056020695
3021657501,4.6,56000.0,5.1,85046.0,5.5,85046.0,4.6,85046.0,Multifamily Housing,BK,18454,85046,0,85046,0,0,8.0,66,66,2001,993229.0,196348.0,11249.0,525 KENT AVENUE,-73.9676149453,40.7056020695
3021660001,112.4,591358.0,112.8,559464.0,113.3,559464.0,105.1,559464.0,Multifamily Housing,BK,220071,559464,53854,505610,14304,16600,25.0,534,536,1974,993615.0,196584.0,11249.0,539 WYTHE AVENUE,-73.9662224097,40.7062494337
3000660018,24.1,75000.0,6.0,64200.0,47.4,64200.0,78.2,64200.0,Non-Refrigerated Warehouse,BK,37492,64200,64200,0,0,0,4.0,0,1,1910,988343.0,194727.0,11201.0,110 BRIDGE STREET,-73.9852385358,40.7011564144
3022280001,81.5,76524.0,91.4,76524.0,93.8,76524.0,81.5,76524.0,Multifamily Housing,BK,20000,76524,0,76524,0,0,6.0,85,85,1931,997562.0,196076.0,11211.0,61 HARRISON AVENUE,-73.9519874155,40.7048500359
3022390008,39.0,102000.0,44.9,114734.0,47.8,114734.0,43.8,114734.0,Multifamily Housing,BK,25651,114734,0,114734,0,0,6.0,115,115,2002,996884.0,194437.0,11206.0,157 WALLABOUT STREET,-73.9544358424,40.70035236
3022517501,27.1,59792.0,23.5,52318.0,41.4,52318.0,42.6,52318.0,Multifamily Housing,BK,5319,24904,10769,14135,8671,0,7.0,12,18,2001,999038.0,195462.0,11206.0,341 WALLABOUT STREET,-73.9466652544,40.7031624069
3022730026,77.7,70000.0,85.4,60000.0,93.0,60000.0,99.5,60000.0,Multifamily Housing,BK,27000,60000,0,60000,0,0,6.0,52,52,1995,999545.0,194860.0,11206.0,95 THROOP AVENUE,-73.9448380641,40.7015091966
1015860001,92.0,101350.0,92.1,135098.0,109.1,135098.0,105.1,135098.0,Multifamily Housing,MN,20142,135098,0,135098,0,0,10.0,162,162,1951,999427.0,222745.0,10128.0,1700 YORK AVENUE,-73.9452007213,40.7780467792
1013850032,87.1,206989.0,87.4,203490.0,89.4,203490.0,88.4,203490.0,Multifamily Housing,MN,15062,203490,8000,195490,8000,0,17.0,29,32,1928,993916.0,219872.0,10021.0,720 PARK AVENUE,-73.9651033044,40.7701688924
3022997501,55.9,140398.0,63.0,146912.0,54.7,146912.0,53.6,146912.0,Multifamily Housing,BK,38000,140398,11109,129289,0,0,6.0,120,120,2009,997113.0,201113.0,11211.0,214 NORTH 11 STREET,-73.9535972064,40.7186760648
3023020006,14.3,180000.0,16.4,105510.0,22.5,105510.0,26.2,105510.0,Non-Refrigerated Warehouse,BK,43040,105510,105510,0,0,0,2.0,0,0,1932,995581.0,202009.0,11249.0,67 KENT AVENUE,-73.9591223302,40.7211374636
3023247502,221.0,66120.0,245.5,632007.0,65.7,632007.0,60.9,632007.0,Multifamily Housing,BK,77970,268010,48147,219863,0,12119,15.0,205,305,2008,994621.0,201787.0,11249.0,34 NORTH 7 STREET,-73.9625859639,40.7205293048
3023327502,369.7,60452.0,423.4,632007.0,83.4,632007.0,75.6,632007.0,Multifamily Housing,BK,77970,365596,42962,322634,0,6634,15.0,360,513,2008,994358.0,201616.0,11249.0,22 NORTH 6 STREET,-73.9635350097,40.7200602554
3023407502,57.6,150000.0,67.8,172738.0,68.6,172738.0,61.0,172738.0,Multifamily Housing,BK,42510,172738,60473,112265,0,19960,6.0,114,121,2007,994379.0,201298.0,11249.0,20 NORTH 5 STREET,-73.96345973,40.719187398
3023487501,80.5,351184.0,75.8,347255.0,87.1,424475.0,81.1,424475.0,Multifamily Housing,BK,141600,347274,77220,270054,0,17220,6.0,52,53,1914,993922.0,201241.0,11249.0,184 KENT AVENUE,-73.9651084348,40.7190314582
3023487501,80.5,351184.0,75.8,347255.0,87.1,424475.0,81.1,424475.0,Multifamily Housing,BK,141600,347274,77220,270054,0,17220,6.0,52,53,1914,993922.0,201241.0,11249.0,184 KENT AVENUE,-73.9651084348,40.7190314582
1012630007,97.3,78875.0,99.9,76380.0,90.6,76380.0,81.5,76380.0,Office,MN,8803,76380,65692,10688,49462,16230,13.0,10,210,1963,989540.0,215398.0,10036.0,55 WEST 47 STREET,-73.9809052873,40.7578926185
3023497501,44.2,212843.0,50.7,204466.0,53.4,204466.0,57.1,204466.0,Multifamily Housing,BK,37200,201043,60598,140445,0,25474,7.0,0,321,2009,994386.0,200875.0,11249.0,53 NORTH 3 STREET,-73.9634351145,40.7180263568
4051377501,85.9,260760.0,89.3,263495.0,81.6,263495.0,75.2,263495.0,Multifamily Housing,QN,51600,260774,61674,199100,0,30324,20.0,227,227,1986,1033109.0,213603.0,11355.0,138-35 ELDER AVENUE,-73.8236524908,40.7528323945
3023680001,4.9,102015.0,1.1,104661.0,123.1,104661.0,138.5,104661.0,Multifamily Housing,BK,25525,104661,17443,87218,11943,5500,5.0,49,52,1907,996066.0,199432.0,11211.0,143 ROEBLING STREET,-73.95737717,40.7140635834
4067120001,65.9,259182.0,61.3,235016.0,79.6,235016.0,70.3,235016.0,Multifamily Housing,QN,78575,235016,19500,215516,4500,0,6.0,183,186,1966,1036246.0,201463.0,11367.0,150-05 UNION TURNPIKE,-73.8124239315,40.7194932791
3024410024,78.3,61318.0,84.5,54528.0,86.1,54528.0,88.6,54528.0,Multifamily Housing,BK,9450,54528,7790,46738,0,0,7.0,69,70,1900,993640.0,198940.0,11249.0,390 WYTHE AVENUE,-73.9661289542,40.7127160683
3058850103,13.9,87174.0,14.6,87174.0,19.0,87174.0,81.5,87174.0,Multifamily Housing,BK,17000,87174,0,87174,0,0,6.0,83,83,1931,976102.0,170864.0,11209.0,7002 RIDGE BOULEVARD,-74.0293570374,40.6356550026
3024687501,31.6,203426.0,28.7,203426.0,30.8,229075.0,32.0,229075.0,Multifamily Housing,BK,49666,174953,69226,105727,0,20004,14.0,160,163,2010,993154.0,198433.0,11249.0,11 BROADWAY,-73.9678826947,40.7113249765
3024770052,9.6,52003.0,10.6,52003.0,42.1,52003.0,25.0,52003.0,Non-Refrigerated Warehouse,BK,51567,52003,52003,0,2816,0,2.0,0,1,1969,997135.0,208406.0,11222.0,49 ASH STREET,-73.9535038775,40.7386935346
4001990033,71.2,52499.0,80.2,52509.0,83.9,52509.0,85.2,52509.0,Multifamily Housing,QN,15000,52509,0,52509,0,0,6.0,61,61,1951,1005016.0,209343.0,11104.0,47-20 40 STREET,-73.9250620407,40.7412503727
3025400001,70.9,78210.0,92.2,81110.0,74.3,81110.0,81.1,81110.0,Multifamily Housing,BK,21000,81110,5300,75810,0,5300,6.0,117,119,1930,996010.0,205866.0,11222.0,180 FRANKLIN STREET,-73.9575679316,40.7317234292
3057700045,74.1,57330.0,88.0,54600.0,76.9,54600.0,81.9,54600.0,Multifamily Housing,BK,14225,54600,0,54600,0,0,6.0,64,64,1963,980685.0,168578.0,11220.0,877 BAY RIDGE AVENUE,-74.0128433974,40.629383447
1008770084,96.2,78267.0,102.0,71151.0,105.0,71151.0,103.6,71151.0,Multifamily Housing,MN,13239,71151,3200,67951,1200,2000,10.0,92,94,1928,988004.0,208554.0,10010.0,102 EAST 22 STREET,-73.9864534324,40.7391083472
3026070006,9.1,63000.0,49.0,89300.0,69.2,89300.0,100.3,89300.0,Non-Refrigerated Warehouse,BK,95000,89300,89300,0,20800,8500,2.0,0,2,1930,999836.0,205319.0,11222.0,306 NORTH HENRY STREET,-73.943764347,40.7302161341
3026297501,47.5,52088.0,131.4,57238.0,41.8,57238.0,40.5,57238.0,Office,BK,15150,52088,52088,0,52088,0,5.0,0,68,1913,999628.0,204427.0,11222.0,231 NORMAN AVENUE,-73.9445168676,40.7277681765
3026660101,62.2,82000.0,41.7,86140.0,75.6,86140.0,62.6,86140.0,Non-Refrigerated Warehouse,BK,83670,86140,86140,0,0,0,1.0,0,0,1968,1001636.0,204636.0,11222.0,100 APOLLO STREET,-73.9372715562,40.7283381116
3027217502,76.8,52377.0,67.0,52377.0,66.2,52377.0,72.2,52377.0,Multifamily Housing,BK,21500,46869,5508,46869,0,0,13.0,51,51,2006,997885.0,201106.0,11211.0,30 BAYARD STREET,-73.9508122599,40.7186556954
3027217503,118.6,52522.0,121.0,89555.0,132.6,89555.0,119.4,89555.0,Multifamily Housing,BK,31000,49432,7452,41980,0,0,16.0,62,62,2005,997841.0,201024.0,11211.0,20 BAYARD STREET,-73.9509711538,40.7184306928
4022880007,88.5,73500.0,64.0,63000.0,64.7,63000.0,58.8,63000.0,Multifamily Housing,QN,15000,63000,0,63000,0,0,6.0,66,67,1941,1006048.0,208144.0,11377.0,48-53 44 STREET,-73.9213417647,40.7379569332
3087650019,74.5,69550.0,84.5,73217.0,72.4,73217.0,71.0,73217.0,Multifamily Housing,BK,18375,73217,0,73217,0,0,7.0,72,72,1960,996478.0,152281.0,11235.0,2740 EAST 13 STREET,-73.955976477,40.5846437998
3013270001,54.3,83847.0,60.8,72910.0,70.4,72910.0,66.7,72910.0,Multifamily Housing,BK,16246,72910,5000,67910,0,5000,6.0,79,84,1925,995265.0,180174.0,11225.0,57 LINCOLN ROAD,-73.9602980324,40.6612058317
3028510001,118.2,52963.0,120.2,52963.0,32.6,52963.0,33.2,52963.0,Other,BK,13620,52963,52963,0,0,0,5.0,0,3,1918,1001505.0,201793.0,11222.0,488 MORGAN AVENUE,-73.9377514914,40.7205350246
3029077501,138.4,53102.0,131.8,111617.0,120.3,111617.0,118.9,111617.0,Multifamily Housing,BK,20022,68938,15836,53102,0,0,7.0,87,127,2007,1001064.0,200046.0,11211.0,94 MASPETH AVENUE,-73.9393467903,40.7157407795
3067150062,76.4,57615.0,81.7,50100.0,77.0,50100.0,66.8,50100.0,Multifamily Housing,BK,12000,50100,0,50100,0,0,6.0,48,48,1935,994606.0,166471.0,11230.0,1061 EAST 13 STREET,-73.9626943361,40.6235948391
3029250001,2.5,172395.0,2.8,172395.0,59.5,172395.0,62.4,172395.0,Manufacturing/Industrial Plant,BK,78500,172395,172395,0,0,0,5.0,0,14,1900,1002420.0,199405.0,11211.0,270 MORGAN AVENUE,-73.9344570179,40.7139787072
3029270001,101.8,70000.0,127.1,60000.0,135.2,60000.0,115.5,60000.0,Refrigerated Warehouse,BK,90000,60000,60000,0,0,0,1.0,0,1,1959,1002880.0,199711.0,11211.0,1101 METROPOLITAN AVENUE,-73.9327968557,40.7148176472
4001847501,55.0,68820.0,29.4,59920.0,145.1,59920.0,145.1,59920.0,Multifamily Housing,QN,13695,46590,0,46590,0,0,6.0,64,64,1938,1005743.0,211357.0,11104.0,41-09 41 STREET,-73.922432092,40.7467765601
3029740170,11.6,107000.0,119.2,102000.0,93.7,102000.0,163.0,102000.0,Distribution Center,BK,141500,102000,102000,0,0,0,1.0,0,1,1958,1003254.0,197372.0,11237.0,100 KNICKERBOCKER AVENUE,-73.9314543456,40.708396855
3029740170,11.6,107000.0,187.5,102000.0,93.7,102000.0,163.0,102000.0,Distribution Center,BK,141500,102000,102000,0,0,0,1.0,0,1,1958,1003254.0,197372.0,11237.0,100 KNICKERBOCKER AVENUE,-73.9314543456,40.708396855
3029740170,69.5,102000.0,119.2,102000.0,93.7,102000.0,163.0,102000.0,Distribution Center,BK,141500,102000,102000,0,0,0,1.0,0,1,1958,1003254.0,197372.0,11237.0,100 KNICKERBOCKER AVENUE,-73.9314543456,40.708396855
3029740170,69.5,102000.0,187.5,102000.0,93.7,102000.0,163.0,102000.0,Distribution Center,BK,141500,102000,102000,0,0,0,1.0,0,1,1958,1003254.0,197372.0,11237.0,100 KNICKERBOCKER AVENUE,-73.9314543456,40.708396855
2038070048,68.5,102881.0,69.8,88184.0,67.2,88184.0,67.3,88184.0,Multifamily Housing,BX,18540,88184,3000,85184,0,3000,6.0,74,81,1929,1025556.0,241151.0,10472.0,2165 CHATTERTON AVENUE,-73.8507441712,40.8284826373
3044340060,77.4,100300.0,87.6,103968.0,87.9,103968.0,82.8,103968.0,Multifamily Housing,BK,51997,103968,0,103968,0,0,12.0,122,122,1998,1015869.0,176630.0,11239.0,1170 PENNSYLVANIA AVENUE,-73.8860505801,40.6514287318
3029920033,28.6,64700.0,35.3,67125.0,36.8,67125.0,33.9,67125.0,Office,BK,20000,67125,67125,0,0,1200,4.0,0,2,1931,1003875.0,197185.0,11237.0,119 INGRAHAM STREET,-73.9292150025,40.7078822288
3029920043,6.4,62000.0,7.2,56448.0,11.8,56448.0,13.7,56448.0,Office,BK,20000,56448,56448,0,0,0,4.0,0,22,1931,1003740.0,197105.0,11237.0,91 INGRAHAM STREET,-73.9297021625,40.7076629462
1015190046,83.5,70056.0,93.6,62272.0,92.1,62272.0,84.7,62272.0,Multifamily Housing,MN,10067,62272,0,62272,0,0,8.0,125,125,1941,997315.0,224274.0,10128.0,158 EAST 91 STREET,-73.952823501,40.7822468531
4015560033,61.3,75366.0,83.5,67898.0,73.2,67898.0,9.0,67898.0,Multifamily Housing,QN,15000,67898,5000,62898,0,0,6.0,66,66,1955,1018352.0,210578.0,11373.0,42-37 WHITNEY AVENUE,-73.8769304027,40.744598767
4022480074,70.6,70403.0,75.9,64003.0,73.2,64003.0,64.3,64003.0,Multifamily Housing,QN,31370,64003,2725,61278,2725,0,6.0,60,61,1940,1029219.0,202132.0,11375.0,112-15 72 ROAD,-73.8377693692,40.7213680299
3030580001,86.0,387600.0,89.9,894000.0,124.7,894000.0,98.2,894000.0,Multifamily Housing,BK,180400,894000,0,894000,0,0,22.0,774,774,1963,998395.0,196519.0,11206.0,30 MONTROSE AVENUE,-73.9489820924,40.7060646739
3030580001,86.0,387600.0,87.3,894000.0,124.7,894000.0,98.2,894000.0,Multifamily Housing,BK,180400,894000,0,894000,0,0,22.0,774,774,1963,998395.0,196519.0,11206.0,30 MONTROSE AVENUE,-73.9489820924,40.7060646739
3030580001,62.2,387600.0,89.9,894000.0,124.7,894000.0,98.2,894000.0,Multifamily Housing,BK,180400,894000,0,894000,0,0,22.0,774,774,1963,998395.0,196519.0,11206.0,30 MONTROSE AVENUE,-73.9489820924,40.7060646739
3030580001,62.2,387600.0,87.3,894000.0,124.7,894000.0,98.2,894000.0,Multifamily Housing,BK,180400,894000,0,894000,0,0,22.0,774,774,1963,998395.0,196519.0,11206.0,30 MONTROSE AVENUE,-73.9489820924,40.7060646739
3030600075,25.1,387600.0,88.2,447000.0,123.2,447000.0,103.9,447000.0,Multifamily Housing,BK,86400,447000,0,447000,0,0,22.0,387,387,1964,999346.0,196537.0,11206.0,91 BOERUM STREET,-73.9455520048,40.7061125083
3030770001,48.6,387600.0,89.1,751412.0,125.6,751412.0,127.7,751412.0,Multifamily Housing,BK,257500,751412,0,751412,0,0,21.0,772,772,1965,998975.0,195962.0,11206.0,54 BOERUM STREET,-73.9468913783,40.7045348942
3030780001,47.1,387600.0,88.2,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,47.1,387600.0,89.8,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,47.1,387600.0,87.7,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,26.8,387600.0,88.2,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,26.8,387600.0,89.8,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,26.8,387600.0,87.7,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,27.0,387600.0,88.2,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,27.0,387600.0,89.8,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
3030780001,27.0,387600.0,87.7,758750.0,121.3,758750.0,115.5,758750.0,Multifamily Housing,BK,259200,758750,0,758750,0,0,21.0,774,774,1973,999417.0,195981.0,11206.0,29 LEONARD STREET,-73.9452971756,40.7045862982
4022140040,98.4,70900.0,106.9,61700.0,88.1,61700.0,71.1,61700.0,Multifamily Housing,QN,17500,61700,0,61700,0,0,6.0,67,67,1938,1027117.0,202703.0,11375.0,107-19 70 AVENUE,-73.8453489133,40.7229457198
2050440030,74.6,69506.0,77.4,59577.0,88.3,59577.0,89.3,59577.0,Multifamily Housing,BX,13968,59577,0,59577,0,0,6.0,60,60,1931,1024528.0,265957.0,10466.0,4350 FURMAN AVENUE,-73.8543096792,40.8965722675
3030930001,42.4,90352.0,55.0,90352.0,57.3,90352.0,62.8,90352.0,Other,BK,20000,90352,90352,0,0,0,4.0,0,45,1930,1002788.0,196421.0,11206.0,72 BOGART STREET,-73.9331377816,40.705787574
3031110028,62.8,5000.0,138.0,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,62.8,5000.0,60.5,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,62.8,5000.0,114.4,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,100.4,45000.0,138.0,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,100.4,45000.0,60.5,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,100.4,45000.0,114.4,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,133.4,60000.0,138.0,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,133.4,60000.0,60.5,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031110028,133.4,60000.0,114.4,70800.0,138.4,70800.0,138.1,70800.0,Refrigerated Warehouse,BK,80000,70800,70800,0,3000,0,3.0,0,1,1958,1003042.0,195942.0,11237.0,25 ROCK STREET,-73.9322230003,40.7044722964
3031130032,69.6,52650.0,68.2,52650.0,79.0,52650.0,60.3,52650.0,Multifamily Housing,BK,13250,52650,5885,46765,0,5885,8.0,153,154,2009,999867.0,195203.0,11206.0,9 COOK STREET,-73.9436759651,40.7024500886
3031137501,46.1,150123.0,41.4,128882.0,39.8,128882.0,38.8,128882.0,Multifamily Housing,BK,27000,127452,21241,106211,6176,0,8.0,89,90,2010,999997.0,195281.0,11206.0,21 COOK STREET,-73.9432069268,40.7026639499
3053380081,68.3,79072.0,64.3,67776.0,78.7,67776.0,79.7,67776.0,Multifamily Housing,BK,18000,67776,0,67776,0,0,6.0,77,77,1925,991233.0,173709.0,11218.0,250 OCEAN PARKWAY,-73.9748374833,40.6434649137
1015610001,86.1,213448.0,82.8,210428.0,88.5,210428.0,83.5,210428.0,Multifamily Housing,MN,15973,210428,12120,198308,0,5120,21.0,199,205,1964,997771.0,221153.0,10028.0,1562 1 AVENUE,-73.9511832082,40.7736798465
3031450100,86.2,96756.0,35.1,87960.0,89.4,87960.0,89.7,87960.0,Multifamily Housing,BK,82018,87960,0,87960,0,0,7.0,62,62,2004,1002007.0,194471.0,11206.0,10 FORREST STREET,-73.9359598062,40.700436885
3031570101,82.2,62202.0,29.8,56547.0,78.3,56547.0,88.2,56547.0,Multifamily Housing,BK,20000,56547,0,56547,0,0,6.0,38,38,2005,1003455.0,194875.0,11206.0,63 CENTRAL AVENUE,-73.930736479,40.701542746
3031640026,100.9,97303.0,72.6,97303.0,108.0,97303.0,72.8,97303.0,Multifamily Housing,BK,45000,97303,2000,95303,2000,0,6.0,83,85,2004,1003927.0,195072.0,11206.0,52 WILSON AVENUE,-73.9290336193,40.7020824277
3031780023,18.9,65693.0,18.6,57125.0,26.5,57125.0,30.5,57125.0,Multifamily Housing,BK,14900,57125,0,57125,0,0,4.0,46,46,1931,1006106.0,197447.0,11237.0,467 TROUTMAN STREET,-73.9211672095,40.708596127
