,BBL,Longitude,Latitude,age,BldgArea,UnitsTotal,EER_km,WER_km,NER_km,EUI_2016_x,Group_mean_EUI_2016,Group_mean_water_intensity,Group_mean_naturalgas_intensity,Pred_EUI_lr,EER_lr,Pred_WUI_lr,WER_lr,Pred_NUI_lr,NER_lr,EUI_2016_y,avgEER,avgWER,avgNER
161,1007237501,-74.0003861704,40.7483369932,103,89203,50,0.72846302502,0.596716981973,0.56787629195,61.7,84.6988767869,67.4859292035,49.170764382,112.641810052,0.547753982039,45.3047922924,0.888868438908,39.8582627697,0.700555152414,61.7,0.638108503529,0.74279271044,0.634215722182
162,2024650038,-73.918002623,40.8357522023,88,51000,50,0.250298478613,0.0189669167352,0.132053440882,21.2,84.6988767869,67.4859292035,49.170764382,125.873996271,0.168422395633,73.1778718952,0.0174916264555,40.0906875618,0.161962017175,21.2,0.209360437123,0.0182292715953,0.147007729029
163,1007310060,-73.9976719646,40.7536617801,54,108402,178,1.0590459213,1.07163079554,0.0731903730835,89.7,84.6988767869,67.4859292035,49.170764382,143.068346474,0.626973067142,63.3798636952,1.14105641419,45.426490961,0.0792230813736,89.7,0.843009494222,1.10634360486,0.0762067272286
164,1007320007,-73.9983649393,40.7545538345,88,97867,129,1.1723886286,0.591827073753,1.59537385424,99.3,84.6988767869,67.4859292035,49.170764382,129.562755637,0.766423958119,57.8985525529,0.689827262323,42.6578926026,1.83895047556,99.3,0.969406293358,0.640827168038,1.7171621649
165,5002507501,-74.0999126798,40.6298869657,86,48509,63,1.04723938929,0.537000830065,1.51958958406,88.7,84.6988767869,67.4859292035,49.170764382,124.773179255,0.710889956714,28.7088878288,1.26232685209,45.8666202655,1.62905792846,88.7,0.879064673003,0.899663841079,1.57432375626
166,1007340037,-73.9954881997,40.7551932835,15,214594,261,0.861876836734,0.61316485508,0.956960052292,73.0,84.6988767869,67.4859292035,49.170764382,141.252365256,0.516805505293,57.1328807361,0.724276449338,46.079268865,1.02116327826,73.0,0.689341171013,0.668720652209,0.989061665278
167,1007387501,-74.002605435,40.7403442527,44,101034,117,0.68123689698,0.55744953717,0.817634102221,57.7,84.6988767869,67.4859292035,49.170764382,133.596271831,0.431898279864,51.8519953625,0.725526563385,44.572790352,0.901978392502,57.7,0.556567588422,0.641488050277,0.859806247362
168,1007430038,-74.0005954506,40.7432207796,92,77712,103,1.21016953103,0.718075613271,0.0554587576611,102.5,84.6988767869,67.4859292035,49.170764382,126.859431731,0.807980917157,56.5728984253,0.856593905367,43.3583150136,0.0628933459479,102.5,1.00907522409,0.787334759319,0.0591760518045
169,1006030037,-74.0081652701,40.731590975,97,81040,40,0.438022337573,0.251311646741,0.344834679931,37.1,84.6988767869,67.4859292035,49.170764382,112.190622029,0.330687176245,42.7070363864,0.397124254808,41.1066140365,0.412483129419,37.1,0.384354756909,0.324217950775,0.378658904675
170,1007470028,-73.9991302474,40.7458118217,91,120010,76,1.27746676349,0.441721709278,0.0476191813056,108.2,84.6988767869,67.4859292035,49.170764382,111.928468356,0.966688828938,43.9715359113,0.677938565988,40.5756683487,0.0577062963922,108.2,1.12207779621,0.559830137633,0.0526627388489
171,1007530056,-73.9968672515,40.7499700763,89,147888,223,0.794579604276,1.02776980059,1.05168910784,67.3,84.6988767869,67.4859292035,49.170764382,134.128113445,0.501759088915,66.0616258713,1.04992874585,45.3513373941,1.14026091171,67.3,0.648169346596,1.03884927322,1.09597500978
172,1007570066,-73.9960694587,40.7528355679,87,279392,253,0.870175906527,0.979210054785,0.859416751335,77.5,89.0624521073,50.5918007663,48.4111372627,109.013458367,0.71092139595,46.7915581657,1.05873798484,41.5393931577,1.00158762928,77.5,0.790548651239,1.01897401981,0.930502190309
173,1007590072,-73.9949215904,40.7542380883,91,74368,27,0.915006230779,0.793498743101,1.45919019152,77.5,84.6988767869,67.4859292035,49.170764382,114.355300359,0.677712355762,44.7364844427,1.19700956986,39.6884413425,1.80781846474,77.5,0.79635929327,0.995254156482,1.63350432813
174,1007600068,-73.9943945705,40.7548226948,9,170978,210,1.19127907981,0.720742835937,1.42280609655,100.9,84.6988767869,67.4859292035,49.170764382,142.940210506,0.705889543905,56.04679676,0.86784620731,45.936582499,1.52297927988,100.9,0.948584311859,0.794294521624,1.47289268821
175,1000880014,-74.0091440317,40.7122183965,11,531000,402,1.03410581924,0.69141638507,0.900907707044,92.1,89.0624521073,50.5918007663,48.4111372627,87.2007888313,1.05618310608,19.3434655991,1.80836261325,44.057158188,0.989940533174,92.1,1.04514446266,1.24988949916,0.945424120109
176,1007667502,-74.0009996053,40.7412225983,28,136095,159,1.67888885183,1.22232887616,0.0751999225264,142.2,84.6988767869,67.4859292035,49.170764382,136.331619079,1.04304490008,52.5344176403,1.57020870708,45.525122525,0.0812219158787,142.2,1.36096687595,1.39626879162,0.0782109192025
177,1007677503,-73.9984807548,40.7407614744,17,71206,39,1.02362632527,0.410307753435,0.575798910073,86.7,84.6988767869,67.4859292035,49.170764382,130.666702273,0.663520227357,42.9825176132,0.644215405184,43.6576680765,0.648510875317,86.7,0.843573276314,0.52726157931,0.612154892695
178,1007690031,-73.9978239372,40.7420405178,104,77615,20,0.543100472462,0.238716428597,0.0524516778622,46.0,84.6988767869,67.4859292035,49.170764382,107.771183703,0.426830238096,42.7254278962,0.377058833422,40.0791263154,0.0643499330126,46.0,0.484965355279,0.307887631009,0.0584008054374
179,1007697506,-73.9982064577,40.7422134437,15,50790,13,1.36129314076,0.426755626542,1.28075215724,115.3,84.6988767869,67.4859292035,49.170764382,131.24414577,0.878515375476,42.0631657895,0.684684556178,43.256872023,1.45585105002,115.3,1.11990425812,0.55572009136,1.36830160363
180,1007720018,-73.9972933679,40.7441649434,43,116586,150,0.804024829884,0.254275227481,0.761612790669,68.1,84.6988767869,67.4859292035,49.170764382,136.083230282,0.500429037867,56.2737760743,0.304937773811,45.4950216268,0.823146835438,68.1,0.652226933876,0.279606500646,0.792379813054
181,1007747501,-73.9954852602,40.7453094473,107,623668,357,1.12280762133,0.662360293416,1.06996525039,100.0,89.0624521073,50.5918007663,48.4111372627,40.3478730543,2.4784453908,1.84073296661,18.2047046518,33.54381334,1.54419636425,100.0,1.80062650606,9.43353247263,1.30708080732
182,1007750022,-73.995654832,40.7460258334,78,62586,68,1.04487808289,0.520108419848,0.0457387188013,88.5,84.6988767869,67.4859292035,49.170764382,126.258769135,0.700941412675,53.6320581083,0.654459314784,43.085959825,0.0521981586216,88.5,0.872909747782,0.587283867316,0.0489684387114
183,1007750060,-73.9959940451,40.7464842188,92,86280,43,1.03661351048,0.288652764064,0.00772430378012,87.8,84.6988767869,67.4859292035,49.170764382,113.052251065,0.776632036717,45.1793709729,0.43117023501,40.7019522687,0.00933149148914,87.8,0.9066227736,0.359911499537,0.00852789763463
184,1007787501,-73.9957773823,40.7484521959,11,58194,54,1.34240268954,0.902558514328,0.78139133768,113.7,84.6988767869,67.4859292035,49.170764382,138.865282112,0.818779166905,48.5929447269,1.2534741482,44.2796231599,0.86770407274,113.7,1.08059092822,1.07801633126,0.82454770521
185,1021670024,-73.9336920566,40.851999981,108,56652,54,1.0531426553,1.33212954257,1.48972110567,89.2,84.6988767869,67.4859292035,49.170764382,127.358501838,0.700385123199,69.7479560156,1.28892666016,35.7733822717,2.04763208929,89.2,0.876763889248,1.31052810137,1.76867659748
186,3065870027,-73.9690787696,40.6134108089,78,60000,60,0.842986385517,0.751119538521,1.41693278941,71.4,84.6988767869,67.4859292035,49.170764382,94.5554057292,0.755112829873,59.550605896,0.851208803627,61.9250726833,1.12509627061,71.4,0.799049607695,0.801164171074,1.27101453001
187,3051500013,-73.9603045417,40.6442101418,93,60930,46,1.21135018423,0.202264385496,1.82398073916,102.6,84.6988767869,67.4859292035,49.170764382,92.83496957,1.10518698369,59.8279594862,0.228154196085,58.1034576142,1.54356609477,102.6,1.15826858396,0.215209290791,1.68377341696
188,3014030025,-73.9296940128,40.6675124243,87,57400,60,0.648178607352,0.0973536273048,1.05286526549,54.9,84.6988767869,67.4859292035,49.170764382,96.1754370014,0.570831822674,70.7060849436,0.0929198668719,59.4994508893,0.870095255027,54.9,0.609505215013,0.0951367470884,0.96148026026
189,2027060001,-73.8964175187,40.8263396772,18,61797,69,1.44393886483,0.838545170347,2.01633846291,122.3,84.6988767869,67.4859292035,49.170764382,135.261876829,0.904171987457,76.7857742022,0.736985471436,45.9848543544,2.15603386955,122.3,1.17405542614,0.787765320892,2.08618616623
190,2057760614,-73.8995309954,40.8893470667,93,61500,61,0.933896681995,0.156180704991,0.0825225642103,79.1,84.6988767869,67.4859292035,49.170764382,131.215827236,0.602823620183,78.2440681742,0.13470669721,35.5119936117,0.114262736284,79.1,0.768360151089,0.1454437011,0.0983926502473
191,2026150057,-73.902294675,40.8299486187,107,74990,61,1.33649942354,1.61959687434,1.49472610064,113.2,84.6988767869,67.4859292035,49.170764382,114.143823385,0.991731279386,75.6590458798,1.44463888923,41.547646984,1.76897683131,113.2,1.16411535146,1.53211788178,1.63185146597
192,3050610049,-73.9621918151,40.6522063327,58,73634,69,0.917367537181,1.05607199665,1.2223805242,77.7,84.6988767869,67.4859292035,49.170764382,103.265381215,0.75243028289,59.4281951702,1.19926240055,58.3935894637,1.02931478083,77.7,0.834898910035,1.1276671986,1.12584765252
193,2028310048,-73.9135290523,40.8382795592,94,53600,59,1.13933033897,1.55988072243,2.03422194857,96.5,84.6988767869,67.4859292035,49.170764382,125.363236651,0.76976315049,75.7861925995,1.38903930108,40.3747158219,2.47739819582,96.5,0.95454674473,1.47446001176,2.2558100722
194,3035120001,-73.9189858641,40.6663553195,34,75000,76,1.879599896,1.7608114966,2.20426382822,159.2,84.6988767869,67.4859292035,49.170764382,103.568299641,1.53714988614,70.4887129542,1.68580181166,62.3358511216,1.73873197178,159.2,1.70837489107,1.72330665413,1.9714979
195,2045500027,-73.8629274769,40.8693829314,90,82320,78,0.469899974,0.00133361133294,0.323911656088,39.8,84.6988767869,67.4859292035,49.170764382,119.123322138,0.334107539026,86.7672133916,0.00103725815872,41.977892206,0.379413612383,39.8,0.402003756513,0.00118543474583,0.351662634236
196,1007910001,-73.9986503914,40.7392985239,79,126134,65,0.676514284176,0.701775919202,0.972848671658,57.3,84.6988767869,67.4859292035,49.170764382,109.455763039,0.523499159928,40.3399627039,1.17402190844,41.0901658492,1.16416451053,57.3,0.600006722052,0.93789891382,1.06850659109
197,1007910013,-73.998062201,40.7390240403,94,56967,14,1.02362632527,0.251163467704,0.0150085451745,86.7,84.6988767869,67.4859292035,49.170764382,113.107641838,0.766526457377,44.9812319196,0.376823827998,41.2196547218,0.0179036346489,86.7,0.895076391324,0.313993647851,0.0164560899117
198,3049180025,-73.9454499022,40.6457658376,52,60480,64,1.11099466215,1.35317096583,1.606201922,94.1,84.6988767869,67.4859292035,49.170764382,102.218964919,0.920572812246,65.0523204194,1.40379312239,61.4671458193,1.28488439156,94.1,1.0157837372,1.37848204411,1.44554315678
199,1007937508,-73.9977085015,40.7407724406,9,56136,40,0.805205483085,0.410307753435,0.529274076165,68.2,84.6988767869,67.4859292035,49.170764382,135.979692213,0.50154547999,45.8235269137,0.60427474411,44.5641253784,0.583985676183,68.2,0.653375481538,0.507291248773,0.556629876174
200,1019210001,-73.9425645765,40.8161258621,89,94680,88,1.07675571932,1.65664163359,1.64884971171,91.2,84.6988767869,67.4859292035,49.170764382,123.383356428,0.739159661724,65.5393789912,1.70584466501,39.7013713381,2.0421259504,91.2,0.90795769052,1.6812431493,1.84548783106
201,2024530035,-73.9152470979,40.8343284493,90,67114,61,0.289260034246,1.46608339201,0.161512866806,24.5,84.6988767869,67.4859292035,49.170764382,122.880282033,0.199381052799,72.9549425005,1.35617953505,40.3665222159,0.196740038092,24.5,0.244320543522,1.41113146353,0.179126452449
202,1007950014,-73.9962000492,40.7413487985,108,68671,23,0.802844176683,0.205079787199,0.0285845350485,68.0,84.6988767869,67.4859292035,49.170764382,109.23093409,0.62253427169,45.5820071967,0.303628577396,40.6786437925,0.0345518755494,68.0,0.712689224186,0.254354182298,0.031568205299
203,3067330029,-73.9617712148,40.6189229003,86,56112,71,1.51359740369,0.631539055667,2.37514824339,128.2,84.6988767869,67.4859292035,49.170764382,95.6083950554,1.34088643498,64.5846806184,0.659908814163,62.4197540695,1.87100792672,128.2,1.42724191933,0.645723934915,2.12307808505
204,1007960001,-73.9965283927,40.7422573214,79,62158,62,0.782773072266,0.511217677628,0.0276129448648,66.3,84.6988767869,67.4859292035,49.170764382,124.448631917,0.532749930464,52.4382652195,0.657916501539,43.191262341,0.031435747238,66.3,0.657761501365,0.584567089584,0.0295243460514
205,1007960007,-73.9961206152,40.7420843891,79,57606,61,0.742630863432,0.6585076404,0.018421686832,62.9,84.6988767869,67.4859292035,49.170764382,125.240968945,0.502231821823,53.2219304155,0.834994139692,43.3835545704,0.0208790734577,62.9,0.622431342627,0.746750890046,0.0196503801449
206,1007977502,-73.9946193458,40.7425509363,106,54079,23,1.02362632527,0.311916872872,0.947393563718,86.7,84.6988767869,67.4859292035,49.170764382,113.081235483,0.766705454086,48.6533112975,0.432652977539,41.2991224741,1.12796744599,86.7,0.895165889679,0.372284925206,1.03768050485
207,2042530080,-73.8693106846,40.8483329766,15,87902,90,1.1712079754,1.37984319248,1.62267800135,99.2,84.6988767869,67.4859292035,49.170764382,132.616098845,0.748023813577,82.57788507,1.12766268985,46.2666322251,1.72453264555,99.2,0.959615894487,1.25375294117,1.67360532345
208,3049330001,-73.9457423811,40.6450358632,88,51840,59,1.46755192885,2.43043256477,2.1842576145,124.3,84.6988767869,67.4859292035,49.170764382,95.8776143112,1.29644444006,67.4575942226,2.43145344702,60.6095539916,1.77202453143,124.3,1.38199818445,2.43094300589,1.97814107296
209,3050800024,-73.9616661897,40.6512674431,68,121636,110,1.07557506612,15.8102587101,1.27197337497,91.1,84.6988767869,67.4859292035,49.170764382,97.2205200707,0.937044977066,58.4729663095,18.2472357286,58.189998152,1.07482222215,91.1,1.00631002159,17.0287472194,1.17339779856
210,2033470029,-73.8751777631,40.876826724,90,56685,60,1.36365444716,1.28263774422,0.109630378467,115.5,84.6988767869,67.4859292035,49.170764382,125.662445374,0.919129017874,85.1446444176,1.01662295488,39.9331383238,0.134990880631,115.5,1.14139173252,1.14963034955,0.122310629549
211,4098140026,-73.7976906973,40.7088433332,55,138240,158,0.943341907603,1.58759020235,0.969081192085,79.9,84.6988767869,67.4859292035,49.170764382,84.4646513545,0.945957850044,106.030017216,1.0104685712,70.9055219213,0.672027532861,79.9,0.944649878824,1.29902938677,0.820554362473
212,1008007501,-73.994759909,40.7448181064,106,62582,34,0.900838392367,0.278576589548,0.808091868813,76.3,84.6988767869,67.4859292035,49.170764382,113.604860791,0.671626191597,49.0200491272,0.38351654751,41.1441446355,0.965738751709,76.3,0.786232291982,0.331046568529,0.886915310261
213,2028790253,-73.916997512,40.8535097434,90,64614,59,1.01890371247,1.70109534469,1.49292445476,86.3,84.6988767869,67.4859292035,49.170764382,127.148300208,0.678734987875,72.6084891399,1.5810823412,37.848290541,1.93953902689,86.3,0.848819350171,1.64108884294,1.71623174082
214,1008010034,-73.9917898073,40.7447767618,16,227896,228,1.08265898532,0.499363354668,1.48650752266,91.7,84.6988767869,67.4859292035,49.170764382,128.797087117,0.711972623393,49.5939002472,0.679519050368,45.8896220651,1.59279392289,91.7,0.897315804357,0.589441202518,1.53965072278
215,2033470001,-73.8760187776,40.8757050507,78,60000,74,1.80285743793,2.51933998697,0.126125081532,152.7,84.6988767869,67.4859292035,49.170764382,129.949834458,1.17506883049,86.2715333985,1.97075435317,40.7696842559,0.152114660191,152.7,1.48896313421,2.24504717007,0.139119870861
216,2028450017,-73.914455793,40.8426800203,91,52220,55,1.12162054095,1.96040865943,1.55702935663,95.0,84.6988767869,67.4859292035,49.170764382,126.575480186,0.750540308919,74.9287690784,1.76567694395,39.7100452065,1.92798379435,95.0,0.936080424937,1.86304280169,1.74250657549
217,2028090005,-73.9052188811,40.8496196549,95,60000,51,0.979942156834,1.29804836406,1.40791642222,83.0,84.6988767869,67.4859292035,49.170764382,122.670305391,0.67661036414,75.319850167,1.16304001941,39.3158313206,1.76082571172,83.0,0.828276260487,1.23054419174,1.58437106697
218,1020650001,-73.94436416,40.8285685491,33,145691,132,1.48171976726,1.03058520229,2.0000313011,125.5,84.6988767869,67.4859292035,49.170764382,133.757042351,0.938268354283,60.7310245849,1.14521367745,39.5087128009,2.48914887099,125.5,1.20999406077,1.08789943987,2.24459008604
219,2024350007,-73.9132076991,40.8325181666,76,82600,72,0.946883867206,1.22618153112,0.38294953402,80.2,84.6988767869,67.4859292035,49.170764382,123.381810279,0.650014777854,71.8819263535,1.15119341117,41.0906490675,0.458253197135,80.2,0.79844932253,1.18868747114,0.420601365577
220,3075980006,-73.9428638101,40.6274897864,87,69000,59,1.10509139614,1.44341199935,1.28907632233,93.6,84.6988767869,67.4859292035,49.170764382,87.9994759126,1.0636426982,64.910617427,1.50067899307,62.4607120717,1.01479579745,93.6,1.08436704717,1.47204549621,1.15193605989
221,1020900040,-73.9519795277,40.8259507686,93,51570,68,1.24322782066,1.5169088017,1.82546586764,105.3,84.6988767869,67.4859292035,49.170764382,132.839286374,0.792687185203,67.7868662574,1.51017454637,38.1242847485,2.35439307668,105.3,1.01795750293,1.51354167404,2.08992947216
222,4019130001,-73.8659517262,40.734082335,52,79360,88,1.07557506612,1.38058408767,1.14788407622,91.1,84.6988767869,67.4859292035,49.170764382,103.956915468,0.876324577257,86.5051677915,1.07704548039,59.7268330414,0.945008040365,91.1,0.975949821686,1.22881478403,1.04644605829
223,3067670059,-73.9533367358,40.6115198225,76,50220,48,0.851250957924,2.4301362067,1.41704979009,72.1,84.6988767869,67.4859292035,49.170764382,91.6101663912,0.787030553925,63.1936460679,2.59519762199,63.8107695167,1.09193827114,72.1,0.819140755925,2.51266691434,1.25449403062
224,2047090001,-73.8518369776,40.8764670105,75,80596,75,1.11807858135,1.69161188632,2.00501294815,94.7,84.6988767869,67.4859292035,49.170764382,121.262385061,0.780951157708,88.6893059317,1.28719013866,42.7021348236,2.30873748265,94.7,0.94951486953,1.48940101249,2.1568752154
225,3075840019,-73.9562224593,40.6268012171,95,88740,72,1.27038284428,1.78333471022,2.11710449218,107.6,84.6988767869,67.4859292035,49.170764382,86.5473157063,1.24325057481,60.4793073848,1.98993680986,60.6544714887,1.7162732376,107.6,1.25681670954,1.88663576004,1.91668886489
226,2032370111,-73.9052991866,40.8693788244,95,50800,44,1.36129314076,1.89135722819,0.112504836734,115.3,84.6988767869,67.4859292035,49.170764382,127.383110316,0.905143544648,75.7596259203,1.68480240563,36.9527145196,0.149703449146,115.3,1.1332183427,1.78807981691,0.13110414294
227,1021700105,-73.9306669163,40.8585909778,97,90211,90,1.40025469639,1.41333165485,0.424697654789,118.6,84.6988767869,67.4859292035,49.170764382,129.112186467,0.91858098949,70.2308142126,1.35809332512,35.8533108195,0.582448533759,118.6,1.15941784294,1.38571248998,0.503573094274
228,3075540048,-73.951253681,40.633013421,86,69782,59,0.791037644673,1.98589545379,1.31311348401,67.0,84.6988767869,67.4859292035,49.170764382,90.708829271,0.738627105415,62.5366557838,2.14306310947,60.8663963279,1.06079540805,67.0,0.764832375044,2.06447928163,1.18695444603
229,1008160007,-73.9961605814,40.7373963545,52,310000,245,1.02063212778,0.77641039467,1.30935764965,90.9,89.0624521073,50.5918007663,48.4111372627,104.318476384,0.871370088507,37.8051904589,1.03901076871,42.9577233287,1.47557849884,90.9,0.946001108146,0.907710581691,1.39246807425
230,1008170029,-73.9938619788,40.7374319367,53,403741,483,0.776982873957,0.730355501096,1.16104958232,69.2,89.0624521073,50.5918007663,48.4111372627,126.656682796,0.546358853494,64.2331692537,0.575247966578,49.4484084267,1.13669443541,69.2,0.661670863726,0.652801733837,1.14887200887
231,2037420026,-73.8768519341,40.828049615,88,90000,95,0.610397704919,1.4748259552,0.790432766743,51.7,84.6988767869,67.4859292035,49.170764382,115.639225742,0.447080129326,84.7094908282,1.17495689122,45.9518671802,0.845802047193,51.7,0.528738917123,1.32489142321,0.818117406968
232,1008197502,-73.99504181,40.7393286174,56,43097,22,1.0625878809,0.243754515855,1.21638553056,90.0,84.6988767869,67.4859292035,49.170764382,125.243299914,0.718601314896,47.9903712393,0.342777094138,43.4353671808,1.3770024338,90.0,0.8905945979,0.293265804996,1.29669398218
233,3014340001,-73.9123916658,40.6755948975,49,767336,764,0.897123289439,1.97956978173,1.11853423314,79.9,89.0624521073,50.5918007663,48.4111372627,65.9736896423,1.21108885123,67.800534686,1.47712699411,64.1514436243,0.844088787943,79.9,1.05410607033,1.72834838792,0.981311510542
234,1008207504,-73.9925699285,40.7393614214,111,58594,58,0.931535375593,0.378152902408,0.592961579861,78.9,84.6988767869,67.4859292035,49.170764382,116.654486444,0.676356327178,54.9740319414,0.46421917947,43.0327999562,0.677538393053,78.9,0.803945851386,0.421186040939,0.635249986457
235,1008220045,-73.991422265,40.7404043473,12,119136,58,0.923270803186,0.422162076395,0.829220930776,78.2,84.6988767869,67.4859292035,49.170764382,122.35112414,0.639144107173,38.9807922013,0.730872780955,43.6334308504,0.934453839938,78.2,0.781207455179,0.576517428675,0.881837385357
236,1008230017,-73.9923351512,40.7412690083,10,151236,118,0.615120317724,0.536852651028,0.403873130947,52.1,84.6988767869,67.4859292035,49.170764382,126.859654996,0.410690065345,43.5448277656,0.83201615115,44.7547587315,0.44372377653,52.1,0.512905191534,0.684434401089,0.423798453738
237,1008237503,-73.9921042067,40.7411729264,107,55764,12,0.650539913754,0.238271891486,0.690872967935,55.1,84.6988767869,67.4859292035,49.170764382,109.611548353,0.50268425935,47.0255741102,0.341941598891,41.2036532333,0.824459708265,55.1,0.576612086552,0.290106745188,0.7576663381
238,1005127501,-73.9977667702,40.7249571675,102,122539,24,0.991748688844,0.206561577569,0.695175419083,84.0,84.6988767869,67.4859292035,49.170764382,94.8137405358,0.88594753804,34.8791925786,0.399665214973,40.7356886696,0.839124312176,84.0,0.938848113442,0.303113396271,0.76714986563
239,1008250071,-73.9915951497,40.7430201077,112,69823,26,0.57615876209,0.300951624134,0.14913372403,48.8,84.6988767869,67.4859292035,49.170764382,108.139444346,0.451269195019,47.3034903802,0.429355209029,40.9467290676,0.179086812859,48.8,0.513713978555,0.365153416582,0.164110268445
240,1008260001,-73.9917718938,40.743717287,18,296400,306,1.02736897351,0.949165660693,1.10319600053,91.5,89.0624521073,50.5918007663,48.4111372627,126.612315666,0.722678512897,51.0026735706,0.941519270231,46.63041269,1.14532490554,91.5,0.875023743205,0.945342465462,1.12426045304
241,1013857502,-73.9658070639,40.7706357091,89,300150,71,0.577123117361,0.439201603095,0.147124418867,51.4,89.0624521073,50.5918007663,48.4111372627,66.3529644332,0.774645118558,17.5500237129,1.2660951554,34.4451574287,0.206776829259,51.4,0.67588411796,0.852648379246,0.176950624063
242,1006967502,-74.0038400772,40.7488227503,10,40760,20,0.865418796337,0.257683345332,0.577760212347,73.3,84.6988767869,67.4859292035,49.170764382,138.39330302,0.529649906467,43.5326279459,0.399470485026,42.6302719072,0.666402300517,73.3,0.697534351402,0.328576915179,0.622081256432
243,2032790025,-73.8852436219,40.8670550763,24,85000,70,0.866599449538,0.470320263418,1.06734865873,73.4,84.6988767869,67.4859292035,49.170764382,134.347509746,0.546344328515,75.7767253053,0.418862122533,41.2698437121,1.27168762203,73.4,0.706471889026,0.444591192975,1.16951814038
244,2032710132,-73.8991646514,40.8852736309,90,64800,60,0.619842930528,0.952346670758,0.07886976069,52.5,84.6988767869,67.4859292035,49.170764382,129.986010045,0.403889618442,77.3854556665,0.830517820777,35.9719173753,0.107808721434,52.5,0.511866274485,0.891432245767,0.0933392410618
245,2031430001,-73.8987371114,40.8525537268,46,86275,84,1.12634315376,0.0760158459777,0.788245234274,95.4,84.6988767869,67.4859292035,49.170764382,132.017589132,0.722630981424,75.6689194903,0.0677953383576,41.4508157258,0.935050855117,95.4,0.924487067592,0.0719055921677,0.861648044695
246,1008370040,-73.9842750265,40.749442054,89,127666,129,1.42977102642,0.772753677922,1.10589753857,121.1,84.6988767869,67.4859292035,49.170764382,118.465507785,1.02223847485,55.969926348,0.931750377439,43.7042698474,1.24422230343,121.1,1.22600475063,0.85225202768,1.175059921
247,1008380001,-73.9862813278,40.7512593333,31,386382,339,1.31031649409,1.21304241143,1.57920211352,116.7,89.0624521073,50.5918007663,48.4111372627,108.991366592,1.07072700938,42.0836157928,1.45828724181,43.9842620171,1.73814375364,116.7,1.19052175173,1.33566482662,1.65867293358
248,3052110011,-73.9535327867,40.6403237333,54,53150,57,0.789856991472,1.33968667346,1.22396472855,66.9,84.6988767869,67.4859292035,49.170764382,102.746488463,0.651117142795,63.1585433244,1.4314769664,61.1688203486,0.983888211942,66.9,0.720487067134,1.38558181993,1.10392647025
249,1021440061,-73.9367125391,40.8458754952,95,85482,81,1.40025469639,1.71220877246,1.05904639723,118.6,84.6988767869,67.4859292035,49.170764382,127.649408303,0.929107322756,67.8123726758,1.70396633299,36.6015629348,1.42272943263,118.6,1.16468100957,1.70808755273,1.24088791493
250,2032850065,-73.8840698142,40.8684207626,94,72110,65,0.977580850432,2.16815566929,1.65430157127,82.8,84.6988767869,67.4859292035,49.170764382,122.180741634,0.677684542528,81.0299391653,1.80575231214,39.5035453948,2.05913853971,82.8,0.82763269648,1.98695399071,1.85672005549
251,3068180082,-73.9603316628,40.6046522264,58,82000,81,0.920909496784,1.90987960781,1.2912310864,78.0,84.6988767869,67.4859292035,49.170764382,93.9899135674,0.829876281821,60.5209251944,2.12967662979,64.5722674434,0.983252130147,78.0,0.875392889302,2.0197781188,1.13724160828
252,1008397502,-73.9857073082,40.751970153,16,327019,375,0.992561937252,0.819895701907,1.11713212699,88.4,89.0624521073,50.5918007663,48.4111372627,133.278250402,0.663274013079,59.30303001,0.69945835808,48.0399637535,1.12576347929,88.4,0.827917975165,0.759677029993,1.12144780314
253,3014260040,-73.9376028978,40.6634656925,97,83856,99,0.938619294799,0.0,1.46057030496,79.5,84.6988767869,67.4859292035,49.170764382,95.9679595847,0.828401482579,71.2698389503,0.0,59.4582138889,1.20786269266,79.5,0.883510388689,0.0,1.33421649881
254,1008410069,-73.9835271394,40.7526670275,110,69925,64,1.04487808289,0.918117313212,1.62274247769,88.5,84.6988767869,67.4859292035,49.170764382,116.102167584,0.762259670441,56.2269085141,1.10196348399,42.2623953617,1.88800202497,88.5,0.903568876665,1.0100403986,1.75537225133
255,3067820043,-73.9536482272,40.6090029716,88,65000,71,1.10036878334,1.64286098315,1.63305015947,93.2,84.6988767869,67.4859292035,49.170764382,89.5668281829,1.04056381018,65.1098462671,1.70281464873,64.1363278095,1.25199442123,93.2,1.07046629676,1.67283781594,1.44252229035
256,2032560064,-73.9037493588,40.8734890957,90,68448,65,1.10981400894,1.42963134891,0.0141726367619,94.0,84.6988767869,67.4859292035,49.170764382,128.672902557,0.730534542485,76.4194121162,1.26250644081,36.9738127285,0.0188479177954,94.0,0.920174275715,1.34606889486,0.0165102772786
257,1008427502,-73.9916970845,40.7358865051,117,89240,38,1.38136424518,0.343775365825,1.23322725316,117.0,84.6988767869,67.4859292035,49.170764382,103.375583291,1.13179530673,46.0438599846,0.503867399644,41.4380052735,1.46336017611,117.0,1.25657977596,0.423821382735,1.34829371464
258,4097620058,-73.8029914933,40.7056576142,76,54000,60,1.38608685798,0.810687511392,2.06628940809,117.4,84.6988767869,67.4859292035,49.170764382,82.0971034629,1.43001391094,103.694748274,0.527606276216,69.2067903282,1.46807891463,117.4,1.40805038446,0.669146893804,1.76718416136
